city,province,latitude,longitude
all saints nek,eastern cape,-31.666667,28.033333
almondale,eastern cape,-33.036708,27.76003
aloe corner,kwazulu natal,-29.904508,30.318663
aloma,eastern cape,-33.640901,25.879326
alpha,eastern cape,-30.900104,26.359237
alpha,mpumalanga,-26.8,29.383333
alphen,western cape,-34.012377,18.446184
alphen bridge,western cape,-34.012377,18.446184
alphenbrug,western cape,-34.012377,18.446184
alrapark,gauteng,-26.435236,28.512918
alrode,gauteng,-26.308539,28.132243
althea,gauteng,-26.426639,27.90708
altona,kwazulu natal,-27.379014,31.211045
alton,kwazulu natal,-28.762046,32.006789
alton,free state,-28.933333,25.75
altoona,kwazulu natal,-27.379014,31.211045
altyre,eastern cape,-31.016404,25.885569
alva,kwazulu natal,-28.5,30.4
alva,eastern cape,-31.432649,26.511983
alverton,limpopo,-24.568838,30.37113
amajola,eastern cape,-31.483333,29.316667
amalia,north west,-27.248359,25.045813
amalienstein,western cape,-33.484295,21.459799
amalinda,eastern cape,-30.829312,26.996305
amana,eastern cape,-30.618277,26.238726
amanda,limpopo,-24.548643,31.030984
amandelbult,limpopo,-24.818108,27.296595
amangamzine,eastern cape,-30.979681,29.069345
amanzana,kwazulu natal,-28.786578,29.115933
amanzi,eastern cape,-33.721171,25.509149
amanzimtoti,kwazulu natal,-30.052188,30.885266
amatata,kwazulu natal,-29.62318,30.851909
amatava,limpopo,-24.131442,29.143288
amatikulu,kwazulu natal,-29.046069,31.527783
ambleside,kwazulu natal,-29.373332,30.459219
amersfoort,mpumalanga,-26.983333,28.85
amiel park,kwazulu natal,-27.743728,29.926411
amitikulu station,kwazulu natal,-29.046069,31.527783
amosa,limpopo,-24.466667,30.4
amsterdam,eastern cape,-31.628093,25.621132
amsterdam,mpumalanga,-26.627838,30.666324
amsterdamhoek,eastern cape,-33.852335,25.610881
andalusia,north west,-27.922456,24.830515
an-de-waterkant,western cape,-34.046717,18.362051
andrieskraal,eastern cape,-33.767742,24.690364
anerley,kwazulu natal,-30.676207,30.506806
angledale,limpopo,-24.516667,30.916667
anglo alpha,free state,-27.994699,27.025446
angora,western cape,-33.958594,20.057152
annadale,limpopo,-23.877926,29.448635
annasgeluk,northern cape,-27.453541,23.882034
annashoop,northern cape,-28.65,23.066667
annaton,gauteng,-26.534651,27.91619
annawater,eastern cape,-31.584369,26.812067
annesville,eastern cape,-31.057461,29.190419
annex,free state,-29.623642,26.34048
annex kilvorskull,eastern cape,-31.516667,25.933333
anniedale,eastern cape,-31.658694,25.792452
anniesdale,free state,-29.841893,27.054702
annisfontein,northern cape,-28.416667,16.883333
annlin,gauteng,-25.685858,28.197592
ann shaw,eastern cape,-32.826757,26.991089
annyama,eastern cape,-30.833333,28.5
antelope park,eastern cape,-30.818051,28.205211
anthonys kraal,eastern cape,-33.433333,24.066667
antwerp,gauteng,-26.105248,28.154828
antwerpen,free state,-30.190408,26.973844
anysberg,western cape,-33.516667,20.766667
anysspruit,mpumalanga,-27.033333,31.616667
aoos senekal,mpumalanga,-25.193111,29.925436
apel,limpopo,-24.414454,29.749912
apieskraal,eastern cape,-33.616667,24.283333
appelbos,kwazulu natal,-29.384698,30.846734
appelsbosch,kwazulu natal,-29.384698,30.846734
aprilskraal,western cape,-34.138235,19.065688
aqua,free state,-29.466922,25.614132
arbeid adelt,free state,-28.472132,28.840546
arbeidsloon,free state,-29.294123,25.966951
arbeidsvreug,northern cape,-29.783686,21.306555
arboretum,kwazulu natal,-28.756846,32.061743
arbor park,kwazulu natal,-27.777156,29.9509
arborville,kwazulu natal,-30.338577,30.599296
arcadia,free state,-27.316667,29.283333
arcadia,eastern cape,-33.008775,27.904818
archbell,free state,-29.033333,26.85
arcon park,gauteng,-26.63446,27.943321
ardath,north west,-27.098852,23.161772
ardee,kwazulu natal,-30.388943,30.375691
ardmore,kwazulu natal,-29.013724,29.493504
argyle,eastern cape,-32.716667,26.866667
ariemagom,northern cape,-28.216667,21.316667
ariesputs,northern cape,-28.633333,20.25
ariston,north west,-26.933333,26.666667
arlington,free state,-28.028808,27.85335
armburg,mpumalanga,-26.048599,30.836824
armistice,eastern cape,-33.247236,26.606777
armmansvriend,eastern cape,-33.65,24.633333
arniston,western cape,-34.667389,20.230861
arnot,mpumalanga,-25.945821,29.806927
arthurs seat,eastern cape,-31.65,25.933333
arthur's seat,mpumalanga,-24.650757,31.022474
artmor,eastern cape,-31.668817,26.306265
asbosbam,northern cape,-30.9,21.75
aseries puts,northern cape,-28.133333,20.316667
ashfield,north west,-26.376832,23.241026
ashley,kwazulu natal,-29.550627,30.112546
ashton,kwazulu natal,-29.316667,31.233333
ashton,western cape,-33.83136,20.055945
askeaton,eastern cape,-31.627921,27.460609
askham,northern cape,-26.980186,20.781791
askraal,western cape,-34.133333,20.866667
aspley,mpumalanga,-26.779722,29.070274
assegaai river,eastern cape,-33.417794,26.321233
assegaairivier,eastern cape,-33.417794,26.321233
assegai river,eastern cape,-33.417794,26.321233
assen,north west,-25.169104,27.604224
assina,kwazulu natal,-29.533333,29.833333
assvoelkop,free state,-30.402032,26.49127
aston bay,eastern cape,-34.079974,24.905694
aston woods,gauteng,-26.25219,28.526301
atherstone,kwazulu natal,-29.789255,30.347066
athlone,kwazulu natal,-29.803059,31.030961
athlone,western cape,-33.96722,18.50214
athol,limpopo,-24.716358,31.34584
athole,north west,-26.802432,23.840883
atlanta,north west,-25.207023,27.565542
atlantis,western cape,-33.56668,18.483348
atoom,limpopo,-24.55,28.3
atteridgeville,gauteng,-25.770373,28.080728
aucampsrus,northern cape,-28.216667,22.916667
auchas,northern cape,-28.333333,16.8
audie,eastern cape,-32.766667,28.233333
aughrabies,northern cape,-28.633333,20.35
augrabies,northern cape,-28.633333,20.35
augsburg,mpumalanga,-27.296818,30.91628
aurora,western cape,-32.705958,18.485135
austerville,kwazulu natal,-29.944921,30.977813
austins post,free state,-29.509788,25.794034
austin's post,free state,-29.616667,25.8
austrey,north west,-26.464594,24.18388
avalon,free state,-30.126153,26.992784
avalon,eastern cape,-32.767166,28.050004
avalon,gauteng,-26.1,28.133333
avilion,eastern cape,-31.592306,26.40003
avocadale,kwazulu natal,-29.966667,29.816667
avon,north west,-26.523613,22.955775
avondale,kwazulu natal,-29.999973,30.530655
avondkraal,free state,-29.85,26.2
avondrust,free state,-29.268093,25.603506
avondrust,eastern cape,-30.607486,26.047525
avondster,north west,-27.438979,25.180767
avondzon,gauteng,-25.771478,28.454876
avontuur,western cape,-33.728234,23.169481
aylesby,eastern cape,-30.66104,26.330876
ayr,north west,-26.830502,23.12699
baakfontein,free state,-29.650316,26.356453
baansrivier,eastern cape,-33.3,25.716667
baardscheerderbosch,western cape,-34.587747,19.570318
baardscheerdersbosch,western cape,-34.587747,19.570318
baardskeerderbos,western cape,-34.587747,19.570318
baardskeerdersbos,western cape,-34.587747,19.570318
babanago,kwazulu natal,-28.377345,31.085083
babanango,kwazulu natal,-28.377345,31.085083
babel,free state,-30.100748,26.904387
babelegi,north west,-25.357558,28.277366
baca,eastern cape,-31.62788,29.108365
bacela,eastern cape,-31.955212,28.64568
bach rust,free state,-29.436251,25.911157
badenhorstdam,northern cape,-30.194333,22.039734
badfontein,mpumalanga,-25.347976,30.360542
badi,eastern cape,-32.25,28.666667
badplaas,mpumalanga,-25.954142,30.562702
badplaats,mpumalanga,-25.954142,30.562702
badsfontein,free state,-30.5,26.233333
badsfontein,mpumalanga,-25.347976,30.360542
bafaladi,limpopo,-25.030234,29.555747
bahurutshe,north west,-26.251909,23.602538
bailey,eastern cape,-31.783333,26.716667
bailey brith,north west,-27.338814,23.955576
bailey's cottage,western cape,-34.112165,18.466128
baillie park,north west,-26.718792,27.118066
bailybrith,north west,-27.338814,23.955576
bain's kloof,western cape,-33.616667,19.1
bain's vlei,free state,-29.050283,26.112171
bakaneni,eastern cape,-32.431119,28.447946
bakbank,free state,-29.774541,25.590075
bakenberg,limpopo,-23.863891,28.757871
bakeni,eastern cape,-31.766667,28.633333
bakenkop,free state,-29.852919,25.893932
bakenkop,northern cape,-28.903416,22.433434
bakenkop store,northern cape,-28.903416,22.433434
bakenshoek,eastern cape,-31.584582,26.409919
bakenskop,eastern cape,-31.893924,26.376413
bakensvlei,free state,-29.353493,25.698318
bakerville,north west,-25.983308,26.083719
bakklysdrift,western cape,-34.096222,20.502249
bakkraal,eastern cape,-30.993476,26.621024
bakoni,limpopo,-25.033333,29.583333
bakoven,western cape,-33.960449,18.381672
bakubha,eastern cape,-30.894433,29.28343
bala,north west,-25.462719,27.113298
balaclava,free state,-29.366667,26.966667
balasi,eastern cape,-31.082537,29.5346
balatsi,eastern cape,-31.286307,28.489491
balazi,eastern cape,-31.082537,29.5346
balburney,northern cape,-29.3,21.25
balcraig,eastern cape,-33.359074,26.556698
balecraig,eastern cape,-33.359074,26.556698
balfour,eastern cape,-32.540402,26.679438
balfour,mpumalanga,-26.663308,28.590159
balfour-noord,mpumalanga,-26.65,28.6
balfour north,mpumalanga,-26.65,28.6
balinguile,eastern cape,-31.625711,25.671118
balkfontein,free state,-27.383333,26.5
ballengeich,kwazulu natal,-27.894015,29.97484
ballitoville,kwazulu natal,-29.538969,31.214386
balmoral,eastern cape,-31.598459,26.702718
balmoral,gauteng,-26.506207,27.92467
balmoral,mpumalanga,-25.861196,28.97551
balmoral,western cape,-33.925948,22.953806
baltimore,limpopo,-23.266495,28.434728
bambela,kwazulu natal,-28.537025,31.751418
bambi,mpumalanga,-25.503872,30.363442
bamboeshoek,eastern cape,-31.496285,26.502232
bamokgoko,free state,-28.1,25.516667
bamokgoko,mpumalanga,-25.103889,28.521944
banbanango,kwazulu natal,-28.377345,31.085083
bandeiier kop,limpopo,-23.319565,29.803261
bandelierkop,limpopo,-23.319565,29.803261
bandlabathwa,kwazulu natal,-27.916667,31.183333
bandlana,eastern cape,-30.883333,29.2
bandolierkop,limpopo,-23.319565,29.803261
bandon,eastern cape,-31.283333,26.2
bangalong,limpopo,-23.489953,28.183155
banganomo,kwazulu natal,-27.739636,31.901568
banghoek,western cape,-33.916667,18.916667
banginyama,kwazulu natal,-30.666667,30.016667
bangonomo,kwazulu natal,-27.739636,31.901568
bangweni,eastern cape,-31.916667,28.2
banhoek,western cape,-33.916667,18.916667
bankdrif,north west,-27.690609,24.676007
bankfontein,free state,-29.651829,26.073944
bankfontein,eastern cape,-30.877228,26.906518
bankies,eastern cape,-31.541225,26.958051
bankkraal,free state,-30.113348,26.793607
bannocks,free state,-28.516667,28.816667
bantini,eastern cape,-31.666667,29.066667
bantjesloo,gauteng,-26.2,27.95
bantry bay,western cape,-33.927953,18.382592
bantu township,north west,-25.616667,27.2
banzi,eastern cape,-32.124665,27.525321
bapong,north west,-25.308468,26.843044
baquqini,eastern cape,-30.743387,29.311649
baragwanath,gauteng,-26.266667,27.983333
baragwanath hospital,gauteng,-26.266667,27.983333
barandas,western cape,-33.466667,23.033333
baraseba,north west,-25.551682,27.53108
baratiwa,north west,-26.940806,23.164145
barberton,mpumalanga,-25.788422,31.053194
barclavar,free state,-29.396012,26.98984
barclays vale,mpumalanga,-25.427412,30.7547
barclay vale,mpumalanga,-25.427412,30.7547
bareki,north west,-26.432464,23.095119
barensdam,eastern cape,-31.297466,26.86762
barker,northern cape,-27.833333,23.933333
barker's halt,northern cape,-27.833333,23.933333
barkley east,eastern cape,-30.968301,27.595673
barkly bridge,eastern cape,-33.616667,25.7
barkly east,eastern cape,-30.968301,27.595673
barkly-oos,eastern cape,-30.968301,27.595673
barkly-wes,northern cape,-28.535366,24.521506
barkly west,northern cape,-28.535366,24.521506
barnaby,north west,-27.2,23.683333
barnet,north west,-26.545752,23.121135
barracuda,eastern cape,-32.735163,28.287093
barrage,gauteng,-26.764364,27.679608
barretts,mpumalanga,-25.55,30.733333
barrington,western cape,-33.912179,22.864616
barrydale,western cape,-33.905296,20.724389
barry estate,free state,-28.25,28.75
barvale,mpumalanga,-25.428061,30.743366
bashasha,limpopo,-22.746066,30.556069
bashee,eastern cape,-32.115501,28.67606
bashee bridge,eastern cape,-31.916667,28.45
basheebrug,eastern cape,-31.916667,28.45
bassonsdrif,kwazulu natal,-28.75,30.616667
bassonsdrift,kwazulu natal,-28.75,30.616667
basterspad,limpopo,-23.9,28.633333
bastersput,northern cape,-29.827523,21.486993
batho,free state,-29.137372,26.23074
bathobatho,north west,-26.204683,25.469212
bathurst,eastern cape,-33.499804,26.829402
batshabela,free state,-26.838931,27.849463
battlemond,north west,-26.895643,23.715743
battlemound,north west,-26.895643,23.715743
batweni,eastern cape,-31.533333,29.3
baviaanshoek,western cape,-33.138305,19.657578
baviaanskloof farming community,eastern cape,-33.6,24.133333
baviaanskrantz,kwazulu natal,-29.136071,30.734138
baviaanspoort,gauteng,-25.673601,28.356133
bawa,eastern cape,-32.422922,28.111211
bayala,kwazulu natal,-28.442199,31.820105
bayete,kwazulu natal,-28.683333,31.066667
bayhead,kwazulu natal,-29.891679,30.989963
bayisonto,limpopo,-24.766667,31.1
baynesfield,kwazulu natal,-29.757483,30.353156
baynesfield estate,kwazulu natal,-29.757483,30.353156
bayswater,free state,-29.079779,26.240103
bayview,eastern cape,-32.671343,28.300868
bay view,eastern cape,-32.923504,28.034424
bayview,western cape,-34.137695,22.107996
baziya,eastern cape,-31.613168,28.418368
beacon bay,eastern cape,-32.97032,27.944036
beaconfield,northern cape,-28.752994,24.785484
beacon hill,eastern cape,-32.729857,28.000227
beacon island estate,western cape,-34.069754,23.368831
beaconsfield,northern cape,-28.752994,24.785484
beaconsfield,limpopo,-22.938835,30.140936
beamont,eastern cape,-31.548076,26.707804
beans river,eastern cape,-33.3,25.716667
beaufort-wes,western cape,-32.356708,22.582947
beaufort west,western cape,-32.356708,22.582947
beauly,eastern cape,-31.65,27.433333
beauty,limpopo,-23.233333,27.883333
bebeza,eastern cape,-30.524652,27.658537
beckedan,gauteng,-26.066667,27.7
beckenham,kwazulu natal,-30.644044,29.908652
bedat,kwazulu natal,-29.683333,30.633333
bedat store,kwazulu natal,-29.683333,30.633333
bede,eastern cape,-32.200361,26.827204
bedelia,free state,-27.981195,26.71406
bedelia west,free state,-27.966667,26.683333
bedford,eastern cape,-32.679034,26.086861
bedfordview,gauteng,-26.176685,28.142165
bedwang,north west,-25.033333,28.1
bedworth park,gauteng,-26.707551,27.877721
beecham wood,eastern cape,-32.338203,28.707428
beecham wood kampplek,eastern cape,-32.35,28.75
beecham woods,eastern cape,-32.338203,28.707428
beersheba,kwazulu natal,-29.787434,29.662616
beesdam,northern cape,-30.178147,21.768376
beestekraal,north west,-25.371144,27.571658
bees vallev,eastern cape,-30.569117,29.004395
begha mouth,eastern cape,-33.379369,27.322371
beginplaas,limpopo,-24.833333,28.75
beginsel,free state,-29.319555,25.962386
beginsil,northern cape,-26.933333,20.65
behoudeniskloof,limpopo,-24.25,28.383333
bekileni,eastern cape,-31.876602,28.170988
bekkersdal,gauteng,-26.28336,27.699256
bekkersrust,mpumalanga,-26.533333,29.616667
bele,eastern cape,-31.303355,28.656998
beledale,eastern cape,-31.303355,28.656998
belekana,eastern cape,-31.844755,28.683766
belekence,eastern cape,-31.097163,28.772202
belfast,mpumalanga,-25.689911,30.035043
belfast,limpopo,-24.951931,31.367476
belfort,eastern cape,-30.179758,28.717665
belgie,free state,-30.398913,26.429823
belhambra,kwazulu natal,-28.833333,30.083333
belhar,western cape,-33.944813,18.627009
bellair,kwazulu natal,-29.891951,30.950618
bellavista,eastern cape,-31.778099,26.118777
bella vista,western cape,-33.329444,19.31789
bell,eastern cape,-33.247214,27.358529
bellcrest,eastern cape,-33.558047,26.55088
belle ombre,western cape,-34.011831,18.429646
bellevue,kwazulu natal,-30.36122,28.88262
bellevue,eastern cape,-31.535112,26.509596
bellevue location,eastern cape,-33.369218,25.959145
belliview,kwazulu natal,-30.36122,28.88262
bellrock,eastern cape,-31.914108,28.578945
bellville,western cape,-33.900219,18.628468
bellville south,western cape,-33.920011,18.642819
bellvue,free state,-29.793666,26.688028
belmont,free state,-27.463776,28.739562
belthorn,western cape,-33.98048,18.512442
belvior,eastern cape,-31.933627,26.805249
benard,eastern cape,-31.65,27.4
ben avis,eastern cape,-30.930296,26.763001
bend,northern cape,-28.6,24.566667
bend,limpopo,-23.316667,30.683333
bende,eastern cape,-32.128668,28.433429
bendell,north west,-26.991024,23.647849
bend store,limpopo,-23.316667,30.683333
benella,mpumalanga,-25.983333,29.2
bengu,eastern cape,-31.795343,27.332717
bennezar,kwazulu natal,-27.55,31.45
benoni,gauteng,-26.190851,28.311338
bensonvale,eastern cape,-30.576853,27.349607
berbice,mpumalanga,-27.209985,31.155193
berea,kwazulu natal,-29.933333,31
berea,eastern cape,-30.937454,26.376926
berea,western cape,-34.044724,19.518787
bereaville,western cape,-34.044724,19.518787
bergfontein,eastern cape,-31.840868,26.23951
bergheim,eastern cape,-33.986729,23.97283
bergnek,limpopo,-24.186741,29.335326
bergplaas,eastern cape,-30.556648,26.049231
bergplaas,western cape,-33.89904,22.670315
bergplaats,free state,-29.832634,25.685711
bergplaats,western cape,-33.89904,22.670315
bergrivier,western cape,-32.926263,18.327548
bergsig,northern cape,-30.666212,21.529927
bergsig,western cape,-34.054121,22.216489
bergsputte,northern cape,-28.833333,23.566667
bergville,kwazulu natal,-28.731223,29.351867
bergvliet,western cape,-34.047464,18.452499
bergwater,western cape,-33.278118,22.224952
berkleys,kwazulu natal,-30.863595,30.370522
berlin,free state,-29.032012,26.506571
berlin,eastern cape,-32.88309,27.581224
berlyn,free state,-30.015843,26.583182
bermuda,free state,-30.162312,26.746101
bernardshoek,eastern cape,-33.783333,24.216667
bernardus,free state,-30.154812,26.878541
bernese,eastern cape,-32.868229,28.106251
berseba,eastern cape,-30.953553,25.62363
bertha shaft village,free state,-26.754884,27.939139
bertievale,eastern cape,-30.342315,28.520003
berwick,north west,-26.443041,23.02506
besonderheid,limpopo,-24.583466,29.096467
poortjie,eastern cape,-30.685321,25.959291
poortjie,northern cape,-29.737202,22.315689
poortjiesfontein,free state,-29.64156,26.02369
poplar farm,eastern cape,-30.583333,27.5
popolis,northern cape,-31.003582,25.506537
populierplaas,eastern cape,-33.084482,25.424784
port alfred,eastern cape,-33.590572,26.891037
port beaufort,western cape,-34.397183,20.821834
port durnford,kwazulu natal,-28.9,31.816667
port edward,kwazulu natal,-31.050667,30.227994
port elizabeth,eastern cape,-33.917988,25.570066
porterville,western cape,-33.010069,18.995391
port grosvenor,eastern cape,-31.375198,29.90745
port grovenor,eastern cape,-31.375198,29.90745
port natal,kwazulu natal,-29.857896,31.029198
port nolloth,northern cape,-29.251883,16.869698
portobello beach,kwazulu natal,-30.999961,30.266044
portobello,kwazulu natal,-30.998241,30.265332
